1.451247166	6.4
3.686167800	7.2
7.241723356	7.3
9.926530612	7.4
14.135147392	8.1
16.776417234	New Point
20.491609977	8.3
23.031292517	8.4
26.586848073	9.1
29.271655329	9.2
33.131972789	9.3
36.048979592	9.4
39.691609977	10.1
42.637641723	10.2
45.728798186	10.3
48.297505669	10.4
51.156462585	11.1
54.262131519	11.2
57.164625850	11.3
59.834920635	12.1
63.434013605	12.2
65.610884354	New Point
