1.249523810	New Point
2.885079365	New Point
3.779047619	New Point
4.703492063	New Point
7.578412698	New Point
9.142857143	New Point
10.007800454	New Point
10.913378685	New Point
11.714467120	New Point
12.770975057	New Point
15.464489796	New Point
17.298866213	1.1
18.181224490	1.2
19.098412698	1.3
19.992380952	1.4
20.909569161	2.1
21.815147392	2.2
22.894875283	2.3
24.949841270	New Point
